"Gene_symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","significant","regulation"
"CFAP99",238.934956337212,-1.80736548710373,0.405064501643317,-4.46192021214245,8.12284724418358e-06,9.65008602422428e-05,"Yes","Downregulated"
"ANKUB1",140.517535486937,-1.28795382562796,0.415090761604624,-3.10282459828568,0.00191683211040633,0.00798474029961291,"Yes","Downregulated"
"RAB12",122.594963115274,-1.00686713569214,0.255706823909044,-3.93758414538944,8.23060738271328e-05,0.000614391232897792,"Yes","Downregulated"
"HLA-A",15262.1906176565,1.43909665200028,0.374740295697414,3.84025061762316,0.000122908772036232,0.000855677813633306,"Yes","Upregulated"
"PRSS50",18.7437675913516,-1.17496126788992,0.323419766124193,-3.63292968135638,0.000280221403120475,0.00168132793179776,"Yes","Downregulated"
"KRTAP16-1",1.03500814080634,1.5221366045772,0.567659319118048,2.68142625922549,0.00733090693997047,0.023584865496842,"Yes","Upregulated"
"KRTAP2-3",3.87157154452248,-1.8649898193783,0.610215757504587,-3.05627935110194,0.00224102356392959,0.00902547165459685,"Yes","Downregulated"
"KRTAP3-2",3.92162523670763,-2.95145634079481,0.87764453135198,-3.36292910781111,0.00077120165605765,0.00382553518034612,"Yes","Downregulated"
"CFAP45",292.227376569761,-1.39106472692377,0.404924301312502,-3.43536982694009,0.00059174567565204,0.00309690510286992,"Yes","Downregulated"
"CHUK",79.3497284832241,-1.01040967186505,0.228284894603398,-4.42609080035914,9.59561460190166e-06,0.000109915060990877,"Yes","Downregulated"
"GSTM2",2517.42945158664,-1.16192973843817,0.215091558249346,-5.40202390040428,6.58931678368601e-08,2.24869759748168e-06,"Yes","Downregulated"
"PVRIG",204.085501294597,1.10326773521407,0.218325349675184,5.05331944666742,4.34196773164853e-07,9.82893246086694e-06,"Yes","Upregulated"
"ZBTB9",12.8685684634673,-1.42332954825171,0.581839407959698,-2.44625841560442,0.014434749871591,0.040717610874527,"Yes","Downregulated"
"UBD",3856.0194407404,2.209789338827,0.334050721248526,6.61513117100253,3.71222430184294e-11,8.36060744754965e-09,"Yes","Upregulated"
"TMEM213",23.9318550651567,-1.19520101410957,0.474754110185586,-2.51751588552304,0.0118185639925397,0.0346679154935235,"Yes","Downregulated"
