"Gene_Symbol","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"PDCD1",-0.1024003187741,10.2900870596505,-1.62108287712506,0.107193814884878,0.231169561505055,-5.17379117295724
"LOC388588",-0.126195167243133,8.93343008777167,-1.62098139565145,0.107215601184011,0.231174662189931,-5.17394981447813
"ASPH",0.0809288309730315,9.82800170733675,1.62095647847311,0.107220951008746,0.231174662189931,-5.1739887649436
"ARL1",-0.0539285785099441,8.05703834118884,-1.62068487911157,0.107279278412361,0.231260951949221,-5.17441329092571
"UBE2D3",0.0718791432912015,7.91624603126085,1.62065473693273,0.10728575317055,0.231260951949221,-5.17446040072285
"ADAMTS3",-0.086595236228206,6.87654905356026,-1.62053731326912,0.10731097960617,0.231288618285122,-5.17464391640143
"UQCRH",0.304417362903227,6.70846604097277,1.6203040427503,0.107362410426091,0.231372750329407,-5.17501019920245
"ADORA2B",0.225074950895078,8.61470232732232,1.62023498158165,0.107377254792689,0.231378025941531,-5.1751181098303
"TACR3",0.0599034930101265,10.494602592173,1.62016039654212,0.107391985700706,0.231383055881758,-5.1752328945119
"PCNXL2",0.10444222363303,11.6091074194109,1.62008344808523,0.107408529303815,0.231391989780207,-5.17535311959023
"SP100",-0.0784899885804402,10.3734930935829,-1.61995691838061,0.107435737106484,0.231423893028565,-5.17555079897376
"VTA1",0.204657957079102,8.07840887187299,1.61944881971518,0.107546352319063,0.23163543342203,-5.17634620453338
"GSTP1",0.0361566533409797,8.54456725129727,1.61922755345366,0.10759268069244,0.23170847872671,-5.17669000753464
"LOC100133190",-0.110084905586733,8.0524059970627,-1.61892018793719,0.107658874037697,0.231824282869591,-5.17716993940978
"MED12",0.0755847443585859,7.63501868998509,1.61846870196597,0.107756163825863,0.232006172411885,-5.17787474715001
"PHF15",0.062881348365638,10.3737555128056,1.61841285383943,0.107768203311602,0.232006172411885,-5.1779619176324
"MAFA",0.0669968193078763,12.2805662044139,1.61828945554673,0.107794808771717,0.232036686163544,-5.17815451343774
"ABHD16B",0.0683096444113796,7.27131142290814,1.61797297079395,0.107863068928189,0.232156847502842,-5.1786484072728
"RAD51AP1",-0.0875437240479033,9.74420627695559,-1.61790695342423,0.107877312063739,0.232160732119184,-5.1787514196907
"FBXO8",0.0572534327867328,6.29398290097176,1.61744771542845,0.107976433524046,0.232330334413094,-5.17946789505509
"ISLR2",-0.0538774872018849,8.53875977110808,-1.61742649571996,0.107981015324596,0.232330334413094,-5.17950099602581
"ERG",-0.0617448806364845,6.34617373932586,-1.61719280515838,0.108031484531196,0.232412132177822,-5.17986550608656
"USP8",0.0441805992292104,6.79142022385739,1.6169090031963,0.108092801463347,0.23250097758895,-5.18030811158235
"CABP1",-0.26393379881511,14.873421246104,-1.61689238718746,0.108097695339776,0.23250097758895,-5.1803357404186
"ELFN1",0.0883881600127311,10.4920186539711,1.6167290226385,0.108131701647572,0.232547322416399,-5.18058876284532
"FBXO25",0.0562757950222976,6.40883176006152,1.61655000856491,0.108170404046076,0.232603754783411,-5.18086787717399
"BHLHA9",-0.0452940981153758,9.56588872031472,-1.61635815363208,0.108211894904884,0.232641939925364,-5.1811669795987
"PIKFYVE",-0.0678570827469019,9.29467874535836,-1.61632617515247,0.108218811860089,0.232641939925364,-5.18121683082056
"DOK6",0.0930632450166561,10.5417744623841,1.61629500670947,0.108225553944384,0.232641939925364,-5.18126541836269
"FLJ44511",0.0642626572994514,8.28183302706968,1.61608928457491,0.108270062378641,0.232710814635806,-5.18158608972967
"EXOC3L2",0.0853670387132476,7.02357596757277,1.61584575131021,0.10832277025324,0.232797294965656,-5.18196564873269
"ARNT",-0.0613034202927252,11.9788279421834,-1.61578459650183,0.10833600920361,0.232798942181139,-5.18206095296125
"CCDC51",-0.183619372522918,10.8192626254861,-1.61554374101036,0.108389466000173,0.232887001599313,-5.18243797393091
"RGS7",-0.0663744843639214,11.0149050229014,-1.6154291701866,0.108412978421456,0.232910709281362,-5.18261478388484
"CXorf26",0.0835383721724117,8.21222183667389,1.61532117913416,0.108436373043918,0.232934158460666,-5.18278303400552
"HSPB1",0.135387907810276,8.58628005609436,1.61493858906361,0.108519287860062,0.233055750867999,-5.18337902234917
"PNMA5",-0.0757252481191647,6.18742585083515,-1.61489843947364,0.108527992006336,0.233055750867999,-5.18344155839612
"FNDC1",0.119763665108348,7.79067794119322,1.61488716687898,0.108530435925242,0.233055750867999,-5.18345911605228
"TMEM155",0.212472893531858,11.0559049760132,1.61457778954176,0.108598829976888,0.233168073682573,-5.18394263449378
"IGFL4",-0.116125207475712,6.76538248786162,-1.61453076385065,0.108607727436179,0.233168073682573,-5.18401417153833
"DCAKD",0.083378593086074,7.53870478482025,1.61420816066492,0.10867772686577,0.233290646281572,-5.1845164859983
"FAM151A",-0.0684874437028767,7.79794800826514,-1.61415245187905,0.108689818380099,0.233290646281572,-5.18460321846375
"VN1R2",-0.0453090433024504,6.26052849552897,-1.61342292051484,0.108848261420699,0.233578560134679,-5.18573875255465
"ZNF768",0.174389990069338,11.4590881919389,1.61340284559369,0.108853727476701,0.233578560134679,-5.18577141564595
"F7",0.0775666352827832,8.5710762878763,1.6133620042599,0.108861499845249,0.233578560134679,-5.18583354787845
"CXADR",0.0643839485704956,8.74213521791175,1.61299580203222,0.10894111066258,0.233722509254834,-5.18640334376345
"LILRP2",0.0976795891849488,7.99238396482486,1.61277619944704,0.108988873650317,0.233798106732923,-5.18674497674437
"NSUN2",0.176047119978167,8.67473620301596,1.61266710445557,0.109013911272095,0.233824942989389,-5.18691635089574
"SLC5A1",-0.0927396874481257,6.43069671039015,-1.6125107247453,0.109046636045917,0.233867226760378,-5.18715791256037
"TMBIM6",0.0683296447199745,9.67838173043697,1.61245536558087,0.109058684260505,0.233867226760378,-5.18724401338476
"OR1G1",0.0783500772600193,8.30407208682978,1.61238134820274,0.109074794858799,0.233874904771911,-5.18735912912026
"PARD3",0.0696300013352884,7.39972860869096,1.611704187367,0.109222273769447,0.23414866947611,-5.18841204903541
