"Gene_symbol","ng","mean_abs_logfc","GSE184316","GSE150910.biopsy","GSE150910.explant","GSE47460","metaFIN_pval","metaFIN_padj"
"FOXR2",3.55543837611384,2.31007327603897,6.54568510838519,NA,0.349276494724617,0.0352582250070965,0.000188674692828794,0.000721380728081259
"OR5C1",3.55322809809396,1.07801777278552,4.35631125965475,-0.491215987304965,0.480063918741815,-0.0330880999495237,0.000380534353596307,0.00135898039587679
"HTR1D",3.5514927425289,1.26588428097359,5.36789011638332,-0.299156417621397,0.0320852582133911,-0.0372818330809424,0.000383052556302887,0.00136726055764399
"CGB8",3.54984403253316,1.24463805350573,4.80466489688818,-1.28680060870623,0.21604987233523,NA,0.000385459446171854,0.00137506434171347
"ASCL4",3.54896290992811,1.64119205153083,5.83290905532933,0.430836153726219,0.283195746388444,0.0178272506793199,0.000193375775994431,0.000736976388293373
"CXorf49B",3.54850380673886,1.69011243884073,6.56124491875485,-0.0600952943982416,0.191918609534298,0.067381521472007,0.000387426398181345,0.00138089333569841
"NPBWR1",3.5460006371341,1.18105409153209,5.68841048929838,-0.807963359510238,-0.188861015626327,0.0326302519665311,0.000391125261488323,0.00139208477828668
"C10orf62",3.54491550991335,1.68646169479241,5.8391818074049,-0.178219235252389,-0.601577487775294,NA,0.000392738954345884,0.00139655810673747
"HDGFL1",3.54460763613213,2.05081650265973,6.35535240198033,-0.467915413422195,0.265012519421052,NA,0.000393197925133704,0.00139800871629303
"FERD3L",3.53395847701266,1.78333876695149,6.74428867980716,0.549359531716669,-0.272086375290174,0.111793231572291,0.000409385388013161,0.00144973018415467
"TRIM49",3.53183515762346,1.11052080976422,3.81618704507504,0.0846770244265279,-0.569301640208918,NA,0.000412686524291717,0.00146047633806634
"CGB2",3.52254488402812,1.46069188720195,5.29693008216239,-1.43126219191505,0.516407771358511,NA,0.000427424659284137,0.00150660042988792
"ABCC12",3.5174069814671,1.68188107587604,5.93702362491569,0.530695522208538,0.333463560055981,-0.0736584036760481,0.000435785057882443,0.00153389845312727
"MAST1",3.51367020096203,1.89638627848637,8.27244573124144,-0.34889802264554,-0.146779727934957,-0.191222866715478,0.00044196117116635,0.0015528442072723
